pdb_id,CATH_ID
3WQD,3.20.20.10
4QMZ,3.30.200.20
4QMZ,1.10.510.10
1M64,1.10.1130.10
1M64,3.50.50.60
1M64,3.90.700.10
3ZQV,1.20.120.10
4UUI,3.20.20.70
2NYC,3.10.580.10
3SWO,1.10.540.10
3SWO,2.40.110.10
3SWO,1.20.140.10
2X4D,3.40.50.1000
2CWM,2.60.120.200
2OL8,2.40.128.160
2OL8,3.90.930.1
5D5K,1.25.10.10
1LFA,3.40.50.410
5HGJ,3.40.50.410
2HR1,3.40.50.150
2HR1,3.90.120.10
1OFS,2.60.120.200
4P9Y,2.60.120.200
3ZJH,1.10.490.10
6QME,2.120.10.80
3DKV,3.40.50.300
1SNB,3.30.30.10
2OZ2,3.90.70.10
4MQQ,3.90.1150.10
4MQQ,3.40.640.10
2Y53,3.40.605.10
2Y53,3.40.309.10
5P80,2.40.70.10
3TC6,3.20.20.70
1MG0,3.90.180.10
1MG0,3.40.50.720
1W79,3.40.710.10
1W79,3.50.80.20
1ZVC,2.40.480.10
5KUV,2.40.100.10
4FBB,3.40.420.10
4FBB,4.10.470.10
4P2K,3.30.200.20
4P2K,1.10.510.10
5U0W,3.20.20.20
3DYP,2.60.120.260
3DYP,2.60.40.10
3DYP,3.20.20.80
3DYP,2.70.98.10
5BN2,1.20.1080.10
4IBT,2.60.40.720
1TO1,3.40.50.200
1TO1,3.30.10.10
1G8K,3.30.200.200
1G8K,3.40.50.740
1G8K,3.40.228.10
1G8K,2.40.40.20
1G8K,2.102.10.10
1G8K,2.60.40.4210
2BFN,3.40.50.1820
4MJC,3.40.30.10
3IT4,3.60.70.12
3IT4,3.30.2330.10
3IT4,3.10.20.340
5IV3,3.30.70.1230
6BOF,3.40.50.300
2GA2,3.90.230.10
2GA2,1.10.10.10
6EOX,3.40.390.10
1EC8,3.30.390.10
1EC8,3.20.20.120
4TRD,2.40.50.90
5YPP,3.30.70.260
1GPU,3.40.50.970
1GPU,3.40.50.920
4WRV,3.40.470.10
5Z95,3.40.50.1820
5C2F,3.30.420.240
3F0Y,2.60.90.10
4NK2,1.10.490.10
1LK9,2.10.25.30
1LK9,3.40.640.10
1LK9,3.90.1150.10
5Q4N,3.60.15.10
5Q4N,3.40.50.12650
4EFK,3.40.50.620
4EFK,3.30.1300.10
4O6T,3.30.1500.10
3M8Z,3.40.720.10
3M8Z,3.30.70.1250
1LY3,3.40.430.10
2QB7,3.90.1640.10
2QB7,3.10.310.20
5HE4,2.40.70.10
4ETE,1.10.530.10
3K97,3.30.565.10
2AXQ,3.40.50.720
2AXQ,3.30.360.10
2AXQ,1.10.1870.10
2XJ8,1.10.520.10
2XJ8,1.10.420.10
5OM5,3.30.497.10
5OM5,2.30.39.10
1F5F,2.60.120.200
3FAU,3.30.1370.110
5QEJ,3.90.190.10
3F7E,2.30.110.10
1I5X,1.10.287.210
2FS5,3.40.630.30
3OY0,3.10.200.10
2VMR,3.90.1150.10
2VMR,3.40.640.10
3DB2,3.40.50.720
3DB2,3.30.360.10
2BD8,2.40.10.10
5P1I,2.40.70.10
5IAR,3.40.50.1460
4GCX,3.20.20.105
2VFD,3.20.20.70
5MIA,2.60.40.420
1FFB,3.40.50.1820
1P6K,3.90.340.10
1P6K,3.90.440.10
1P6K,3.90.1230.10
5L7T,3.40.50.720
3RR4,3.20.20.105
5PIS,2.60.120.650
4J9Z,1.10.287.70
5C00,3.40.30.10
2A07,1.10.10.10
5Q28,3.60.15.10
5Q28,3.40.50.12650
5IOL,3.30.70.141
6NMX,3.40.50.1100
4GQR,3.20.20.80
4GQR,2.60.40.1180
2H88,3.50.50.60
2H88,3.90.700.10
2H88,1.20.58.100
2H88,4.10.80.40
2H88,3.10.20.30
2H88,1.10.1060.10
2H88,1.20.5.540
2H88,1.20.1300.10
1TVD,2.60.40.10
5PWM,3.30.40.10
5PWM,1.20.920.10
5PBE,1.20.920.10
1UI9,3.30.1330.40
1H2S,1.20.1070.10
1H2S,1.10.287.470
2GHE,1.10.520.10
2GHE,1.10.420.10
2Q8N,3.40.50.10490
1A8L,3.40.30.10
3CT5,1.10.530.10
5AKT,2.60.40.180
4LZ0,1.10.600.10
1LRL,3.40.50.720
1LRL,3.90.25.10
2QPX,3.20.20.140
5HSU,3.40.430.10
3T77,2.60.40.10
1APV,2.40.70.10
2HI4,1.10.630.10
2UXG,2.60.40.420
3ZVS,3.40.390.10
1O3F,2.40.10.10
5ADF,3.90.340.10
5ADF,3.90.440.10
5ADF,3.90.1230.10
1HXW,2.40.70.10
4I6U,1.10.260.40
2OQ5,2.40.10.10
1XU1,2.60.120.40
4DV8,3.90.176.10
4DV8,1.10.2030.10
4DV8,3.40.390.10
4N19,3.10.50.40
1ZMF,2.40.100.10
3APA,2.100.10.30
4FNM,3.40.50.1820
5KLY,3.30.428.10
2VY6,3.30.30.90
3DPS,3.40.50.1580
5OTH,1.10.510.10
5OTH,3.30.200.20
1TF4,1.50.10.10
1TF4,2.60.40.710
2BRY,3.50.50.60
4MVN,2.40.10.10
3R3C,3.10.129.10
3IK7,3.40.30.10
3IK7,1.20.1050.10
5HZA,2.40.510.10
5HZA,2.40.30.120
3KXT,2.30.30.610
2E3S,3.30.530.20
2IZZ,3.40.50.720
2IZZ,1.10.3730.10
1DGF,4.10.91.20
1DGF,2.40.180.10
1DGF,1.20.1370.60
1N7O,1.50.10.100
1N7O,2.70.98.10
1N7O,2.60.220.10
1C5Y,2.40.10.10
1GGX,2.40.155.10
5PU7,1.20.920.10
3S42,3.20.20.70
4NB5,1.10.10.10
4NB5,1.10.287.160
6ETU,2.60.120.650
1RWH,1.50.10.100
1RWH,2.70.98.10
1RWH,2.60.220.10
2WUT,2.40.128.20
1UWZ,3.40.140.10
1UBR,1.10.645.10
1UBR,3.40.50.700
1UBR,4.10.480.10
2A7J,2.40.10.10
3F5V,3.90.70.10
4ACY,3.20.20.80
1LP6,3.20.20.70
4CS3,1.10.287.540
4CS3,3.30.930.10
5Q9K,3.60.15.10
5Q9K,3.40.50.12650
1YJA,3.40.50.200
4EKH,2.60.110.10
1SX7,1.10.530.40
2AOT,3.40.50.150
4ZUQ,3.40.800.20
2O2D,3.40.50.10490
2O2D,1.10.1390.10
5HJ1,2.30.42.10
2FJ8,2.10.69.10
5UYD,3.40.50.1980
2D0N,2.30.30.40
4EYB,3.60.15.10
1CYI,1.10.760.10
1ZK0,3.40.50.720
1M4J,3.40.20.10
4FL7,3.10.200.10
6DCV,2.60.40.10
1FDS,3.40.50.720
2AHF,1.50.10.10
4MT8,1.10.287.130
2FX2,3.40.50.360
3KA6,1.20.1260.10
2HPG,3.40.190.170
1DZ8,1.10.630.10
6DQP,3.40.50.360
2VRO,3.40.605.10
2VRO,3.40.309.10
1RG8,2.80.10.50
5BSV,3.40.50.12780
5BSV,3.30.300.30
4U2S,3.50.50.60
4U2S,3.30.410.10
3E2Q,3.20.20.220
1KM1,3.20.20.70
5P6F,2.40.70.10
2C4W,3.40.50.9100
1MZN,1.10.565.10
1W5O,3.20.20.70
5WHW,3.40.50.200
1RU2,3.30.70.560
1TMG,3.40.50.200
1TMG,3.30.10.10
4KPD,1.10.600.10
5PNP,2.60.120.650
2A54,3.30.1300.40
2A54,2.40.155.10
2EG3,3.40.250.10
5Q75,3.60.15.10
5Q75,3.40.50.12650
1BVD,1.10.490.10
4GVO,3.40.190.10
3L3D,3.30.500.10
3L3D,2.60.40.10
1EAN,2.60.40.720
5ABW,2.40.10.10
3EXU,2.60.120.180
5A8G,3.20.20.70
3SEU,3.40.190.10
1H7P,3.20.20.70
5HJX,3.30.70.150
5HJX,3.20.20.110
1AGY,3.40.50.1820
3WMD,3.10.450.50
5ORY,3.30.200.20
5ORY,1.10.510.10
3QF2,1.10.533.10
1HOZ,3.90.245.10
2OH8,1.10.490.10
4CZF,3.30.420.40
4CZF,3.90.640.10
1V2J,2.40.10.10
4M5G,3.30.70.560
3K7M,3.50.50.60
3K7M,3.90.660.10
5MS6,3.10.20.90
5P40,2.40.70.10
4N66,3.10.170.10
4N66,1.10.390.10
4RH5,3.90.190.10
3OWF,2.40.50.90
3DUP,3.90.79.10
3DUP,3.30.750.160
2BWV,3.40.350.10
2BWV,3.90.230.10
5C5T,2.60.120.620
4YP6,3.40.50.620
3IP4,3.90.1300.10
3IP4,1.10.10.410
3IP4,1.10.20.60
1KFJ,3.20.20.70
1KFJ,3.40.50.1100
5GGS,2.60.40.10
1Z17,3.40.50.2300
6EKX,1.10.489.10
2WLW,2.40.100.10
5NOT,2.40.100.10
4UA9,3.40.710.10
5O89,2.40.155.10
4CJ6,1.10.8.20
4CJ6,3.40.525.10
1NTV,2.30.29.30
5LP1,3.40.50.1820
2H6N,2.130.10.10
3CDQ,1.10.530.40
3M4Z,3.40.50.1400
4JR7,1.10.510.10
4JR7,3.30.200.20
2AFW,3.40.630.10
5QHX,3.40.220.10
5HA4,3.10.310.10
5UPG,3.30.230.20
5UPG,3.30.1700.10
3AZ6,1.10.530.10
2HNX,2.40.128.20
6B84,1.20.90.10
3QTS,3.30.200.20
3QTS,1.10.510.10
2V1H,1.10.490.10
4XM1,3.40.50.10320
2OVY,1.10.1300.10
4ZZN,3.30.200.20
4ZZN,1.10.510.10
1I1X,3.20.20.80
3JZL,3.90.1150.60
3JZL,3.40.640.10
4ZEF,3.40.190.10
2O7A,1.10.530.40
3T5M,3.40.50.10740
3T5M,3.50.30.60
5VQ6,3.40.50.300
1FIP,1.10.10.60
2ZQA,3.40.710.10
2OOK,3.40.50.10600
4BG1,3.30.2020.30
4BG1,3.60.130.10
1MQQ,3.30.379.10
1MQQ,3.20.20.80
1MQQ,3.90.1330.10
4DTN,3.30.342.10
4DTN,3.30.420.10
4DTN,3.90.1600.10
4DTN,1.10.287.690
4DTN,1.20.1280.300
4DTN,3.40.1820.10
6DVM,3.40.800.20
3BVT,3.20.110.10
3BVT,1.20.1270.50
3BVT,2.60.40.1180
3BVT,2.70.98.30
3BVT,2.60.40.1360
3BAL,2.60.120.10
3L1U,3.40.50.1000
2VWL,2.40.10.10
2VWL,2.10.25.10
5MZI,3.50.50.60
4IO2,3.40.190.10
4G5H,3.40.50.720
4G5H,3.90.25.30
1TYR,2.60.40.180
5PES,1.20.920.10
4YIO,1.10.287.990
4YIO,3.55.40.20
2DKA,3.40.120.10
2DKA,3.30.310.50
5GS7,3.60.60.10
4NGY,1.10.530.10
3BOF,3.20.20.330
3BOF,3.20.20.20
3ND1,3.40.1010.10
3ND1,3.30.950.10
1EMY,1.10.490.10
5NF0,2.60.120.400
4KUA,3.40.630.30
2NST,2.160.20.10
1S0I,2.120.10.10
1S0I,2.60.120.200
4LH6,1.10.287.610
4LH6,3.30.1490.70
4LH6,3.30.470.30
4YWI,3.20.20.70
4YBA,1.10.260.40
1LUZ,2.40.50.140
6CZV,1.20.920.10
1ZBZ,1.10.520.10
1ZBZ,1.10.420.10
2Q4N,2.40.128.20
1PHA,1.10.630.10
1O6T,3.80.10.10
1O6T,2.60.40.1220
5AGT,3.90.740.10
5B09,3.30.70.100
5EOC,2.60.40.10
1T18,3.30.450.20
4CQI,1.20.58.90
1XC7,3.40.50.2000
1ZPT,3.20.20.220
2UTG,1.10.210.10
5LWD,3.10.170.10
5LWD,1.10.390.10
5AUN,3.30.2320.50
5AUN,3.40.50.300
1SVM,1.10.10.510
1SVM,1.20.1050.70
1SVM,3.40.50.300
4JDB,3.20.20.70
4JDB,2.30.26.10
3D4I,3.40.50.1240
4I2U,3.40.30.10
4XFJ,3.40.50.620
4XFJ,3.90.1260.10
4XFJ,1.20.5.470
4DR8,3.90.45.10
2FHN,2.40.128.30
3W15,2.130.10.10
3W15,6.10.280.230
3W15,3.40.190.10
1DJT,3.30.30.10
2G13,3.30.70.1710
3ONI,1.20.920.10
4TLU,2.60.40.180
1E39,1.10.1130.10
1E39,3.50.50.60
1E39,3.90.700.10
1HRC,1.10.760.10
4KZ9,3.40.710.10
4KE1,2.40.70.10
3HTB,1.10.530.40
3IG7,3.30.200.20
3IG7,1.10.510.10
2FVH,3.30.280.10
1Y5E,3.40.980.10
4RM2,3.40.50.980
4RM2,3.40.50.12820
4RM2,2.30.38.10
4RM2,3.30.300.30
2IAR,2.120.10.30
5J4X,2.100.10.30
3PO8,2.60.200.20
2WCZ,3.40.1350.10
3C8R,1.10.530.40
4BND,3.40.50.1000
4BND,3.30.1240.20
5GLP,2.115.10.20
3WW9,2.120.10.30
4ENV,2.40.180.10
4ENV,1.20.1370.20
4ENV,3.40.50.880
6CC8,3.30.890.10
3C1D,1.10.10.10
6IXD,2.40.70.10
3GXK,1.10.530.10
3F1V,3.10.150.10
4ZCW,3.30.390.10
4ZCW,3.20.20.120
4CO3,3.30.70.120
4EGH,3.30.565.10
3AQ9,1.10.490.10
1CGO,1.20.120.10
4O7Q,1.10.533.10
3NKD,3.100.10.20
3NKD,1.20.120.920
3CIN,3.40.50.720
3CIN,3.30.360.10
1D04,3.40.50.360
4LOI,1.20.5.5200
4LOI,3.40.50.12100
4XD4,3.20.20.140
3HD2,3.30.70.560
6I78,2.60.120.200
3USE,1.10.645.10
3USE,3.40.50.700
3USE,4.10.480.10
4ZQQ,3.40.91.90
2B49,3.90.190.10
5UUD,3.10.170.10
5UUD,1.10.390.10
3OL3,6.10.140.2080
3OL3,1.10.10.2390
1QBI,2.120.10.30
3B5M,2.30.110.10
3B5M,1.20.58.290
3QYP,3.40.50.1000
3QYP,1.10.150.240
2ZHD,2.40.10.10
1T8K,1.10.1200.10
5P9T,3.40.50.150
3VT4,1.10.565.10
1XJJ,3.20.70.20
2FT2,3.90.70.10
4DKQ,2.170.40.20
5G20,3.40.630.170
3BMW,3.20.20.80
3BMW,2.60.40.1180
3BMW,2.60.40.10
4E46,3.40.50.1820
1QPC,3.30.200.20
1QPC,1.10.510.10
2VNO,2.60.120.1060
4IF5,3.40.630.30
5BOV,3.40.50.1820
1TPU,3.20.20.70
3IUX,1.10.245.10
5P2F,2.40.70.10
3S0Y,3.30.1330.60
5TYM,3.40.50.1820
5TDE,3.30.470.20
5TDE,3.30.1490.20
5TDE,3.40.50.261
5TDE,3.40.50.720
4DDC,1.10.530.10
2G8F,3.30.420.10
3L6R,3.40.50.1100
1RQ2,3.40.50.1440
1RQ2,3.30.1330.20
4KLD,1.10.150.110
4KLD,1.10.150.20
4KLD,3.30.460.10
4KLD,3.30.210.10
1ILK,1.20.1250.10
2A14,3.40.50.150
3INJ,3.40.605.10
3INJ,3.40.309.10
3UC5,3.40.50.620
4Z71,3.90.80.10
5UE4,3.40.390.10
4RTE,3.10.130.10
1ERV,3.40.30.10
3PVK,2.40.70.10
3PAC,3.30.70.1710
1IZE,2.40.70.10
4J8C,6.10.250.3420
4M8U,3.20.20.80
4M8U,3.90.400.10
4M8U,2.60.40.1180
6NLA,3.10.20.10
6CJK,2.60.40.10
3AJR,3.40.50.720
3B37,2.60.40.1730
3B37,3.30.2010.30
3B37,1.10.390.10
3B37,2.60.40.1840
3B37,1.25.50.10
3ERA,2.10.60.10
4JPM,3.40.710.10
5ONY,2.60.40.420
1T65,1.10.565.10
5FG5,1.20.920.10
1AVM,1.10.287.990
1AVM,3.55.40.20
4M1G,3.10.100.10
4M1G,2.60.40.10
3V5C,3.30.390.10
3V5C,3.20.20.120
5VAR,2.30.30.140
5VAR,3.10.330.70
3ACD,3.40.50.2020
6B6J,3.30.450.30
3OZT,3.40.50.150
5MO6,1.10.510.10
5MO6,3.30.200.20
3OEL,3.40.190.10
2I5S,3.10.130.10
2QOA,3.10.200.10
2FMK,3.40.50.2300
3KKW,3.40.630.30
1OQG,3.40.190.10
3W62,3.30.70.1350
2G60,2.60.40.10
6C79,3.40.710.10
4TQR,3.30.70.270
4TQR,3.40.1170.60
4TQR,1.10.150.20
4TQR,3.30.1490.100
6GI8,3.20.20.70
1E86,1.20.120.10
2YJ7,3.40.30.10
6IAM,2.130.10.10
3G7D,1.10.260.40
3G7D,2.60.120.10
4BEG,3.90.280.10
1YYZ,3.30.540.10
1YYZ,3.40.190.80
4A3Z,2.60.120.260
5KKB,1.50.10.10
3A02,1.10.10.60
1RJK,1.10.565.10
4IMH,3.40.1570.10
2BQB,1.10.530.10
3GON,3.30.230.10
3GON,3.30.70.890
5O49,3.30.200.20
5O49,1.10.510.10
4PUI,3.30.300.90
4ESS,3.40.220.10
3NWO,3.40.50.1820
3X2P,2.40.40.10
3M0Z,3.20.20.70
5ZN9,3.30.1520.10
1GFA,1.10.530.10
4JN7,3.30.390.10
4JN7,3.20.20.120
2V4V,2.60.120.260
3QBY,2.30.30.140
1F4T,1.10.630.10
2ABW,3.40.50.880
4LFL,3.40.1400.10
1CLL,1.10.238.10
3NPA,3.40.50.2000
1QNT,3.30.160.70
1QNT,1.10.10.10
5CUD,1.20.920.10
1HG0,3.40.50.1170
1HG0,3.40.50.40
1JTM,1.10.530.40
4ABB,2.40.10.10
4K2K,2.40.50.90
5P0W,2.40.70.10
4ZVN,3.40.50.360
5TBV,3.40.50.1580
2FK5,3.40.225.10
3I4Q,3.90.80.10
5I6P,2.60.40.420
1QGF,2.40.10.10
4G8V,3.10.130.10
1TGX,2.10.60.10
4KJU,1.10.1170.10
2ZMA,6.10.250.420
2ZMA,3.40.710.10
2ZMA,1.20.58.710
5FNH,3.10.200.10
4ORD,3.10.129.10
5TPP,2.60.40.10
4RRV,3.30.200.20
4RRV,1.10.510.10
4E93,3.30.505.10
4E93,3.30.200.20
4E93,1.10.510.10
1P3E,2.40.10.10
4IK2,3.40.630.10
3P5D,3.10.100.10
6G8A,1.10.530.10
1ICN,2.40.128.20
1S3W,3.40.430.10
3TGC,2.40.128.20
4YEO,1.10.530.10
2DGA,3.20.20.80
3S5V,2.40.128.450
1L9P,2.60.40.420
2GGS,3.40.50.720
2GGS,3.90.25.10
3NU9,2.40.70.10
1PKO,2.60.40.10
6GPK,3.40.50.720
6GPK,3.90.25.10
1Q44,3.40.50.300
5ERQ,3.40.980.10
5ERQ,3.90.105.10
5ERQ,2.170.190.11
5ERQ,2.40.340.10
4YSI,2.60.210.10
4CTW,3.90.340.10
4CTW,3.90.440.10
4CTW,3.90.1230.10
1CJ6,1.10.530.10
3AAU,2.40.10.10
1PDA,3.40.190.10
1PDA,3.30.160.40
1Z4J,3.40.50.1000
1Z4J,1.10.40.40
4Q7G,2.70.240.10
5ACT,3.60.15.10
1SDS,3.30.1330.30
5EKC,3.40.605.10
5EKC,3.40.309.10
4K05,3.40.50.12170
4K05,3.90.1150.140
4CMI,3.40.50.720
1AMP,3.40.630.10
1ZLT,3.30.200.20
1ZLT,1.10.510.10
4QOQ,2.40.180.10
6OD3,4.10.280.10
1B65,3.60.70.12
3B84,3.30.710.10
1HUQ,3.40.50.300
1R0R,3.40.50.200
1R0R,3.30.60.30
4XWR,3.50.50.60
4XWR,3.30.410.10
3R2Q,3.40.30.10
3R2Q,1.20.1050.10
6I5N,1.10.750.20
6I5N,3.10.20.90
6I5N,3.30.710.10
2FYV,3.20.110.10
2FYV,1.20.1270.50
2FYV,2.60.40.1180
2FYV,2.70.98.30
2FYV,2.60.40.1360
1AFB,3.10.100.10
1K6K,1.10.1780.10
2FDN,3.30.70.20
4QHC,3.40.710.10
3OJI,3.30.530.20
4KV9,3.40.50.300
1IA8,3.30.200.20
1IA8,1.10.510.10
4YC9,3.30.40.10
4YC9,1.20.920.10
3VRJ,3.30.500.10
3VRJ,2.60.40.10
2RG3,2.40.10.10
5G0F,3.30.40.10
2E0M,3.10.130.10
5KWM,2.40.10.10
1Y1E,3.90.1580.10
4P4B,3.40.630.10
4P4B,3.50.30.30
4P4B,1.20.930.40
5U2N,3.20.20.70
4IYS,3.10.580.10
2BHE,3.30.200.20
2BHE,1.10.510.10
5N8G,2.60.40.420
2A6X,2.60.120.200
5GHP,3.90.79.10
5Q8Y,3.60.15.10
5Q8Y,3.40.50.12650
5UJX,3.40.430.10
1PW3,2.60.40.10
2IPF,3.20.20.100
3RVA,3.40.350.10
3RVA,3.90.230.10
2CI4,3.75.10.10
2Z3H,3.40.140.10
6AWZ,3.30.530.20
1J3F,1.10.490.10
4CK3,3.30.420.10
5F4O,2.40.510.10
5F4O,2.40.30.120
5CLG,3.40.50.1970
3SW0,2.10.70.10
4ANM,1.10.510.10
4ANM,3.30.200.20
5FLY,3.40.50.1980
4B72,2.40.70.10
1OF4,2.60.120.260
1QSQ,1.10.530.40
4HVN,3.10.450.50
3B1M,1.10.565.10
3FCL,3.40.470.10
3P3U,2.60.40.180
4KAX,3.40.50.300
4KAX,2.30.29.30
5QGA,3.90.190.10
5FZS,1.25.40.10
5FEK,1.10.530.10
5P5T,2.40.70.10
1XFJ,3.60.140.10
4DGQ,3.40.50.1820
5U08,3.40.630.30
3FQF,3.40.430.10
4KOR,3.40.630.30
4YQZ,3.40.50.720
2Y0C,3.40.50.720
2Y0C,1.20.5.100
2DSL,3.10.129.10
4OWA,1.10.530.10
1W2I,3.30.70.100
2IN0,2.170.16.10
3PYY,3.30.200.20
3PYY,1.10.510.10
1GP6,2.60.120.330
5L9K,3.40.220.10
3PDQ,2.60.120.650
4WR7,3.10.200.10
2PV1,3.10.50.40
2Z12,1.10.530.10
5F29,3.30.70.1450
1X38,3.20.20.300
1X38,3.40.50.1700
1PPL,2.40.70.10
5LQU,3.40.50.150
6GUH,3.30.200.20
6GUH,1.10.510.10
3EUO,3.40.47.10
1Q91,3.40.50.1000
1Q91,1.10.40.40
3O0P,2.40.260.10
2YVG,3.50.50.60
2YVG,3.30.390.30
4J4C,2.30.60.10
5SYV,1.10.520.10
5SYV,1.10.420.10
4NFB,2.60.40.10
4X6K,2.120.10.10
4X6K,2.40.220.10
1ADS,3.20.20.100
4M4U,2.120.10.10
5JR2,2.60.120.260
4QFT,3.40.140.10
2F8O,2.60.40.10
6B9X,3.30.450.30
5LJG,2.40.128.20
4HT8,2.30.30.100
2JJN,1.10.630.10
3ENA,3.30.70.141
2AX2,3.10.200.10
3FA6,2.40.128.20
2CPG,1.10.1220.10
1I59,3.30.565.10
1ARM,3.40.630.10
3LVB,2.40.30.10
3LVB,3.40.50.80
3V1C,4.10.860.20
3ZXJ,2.115.10.20
3ZXJ,2.60.120.200
3ZCB,1.10.3290.10
3ZCB,1.10.8.1050
6FDI,1.10.1300.10
2XEH,1.25.40.20
4I8L,2.40.10.10
3TQ8,3.40.430.10
2DQ6,2.60.40.1730
2DQ6,3.30.2010.30
2DQ6,1.10.390.10
2DQ6,2.60.40.1840
2DQ6,1.25.50.10
1KEX,2.60.120.260
4BHU,2.60.40.3490
3VIM,3.20.20.80
6BJT,3.10.450.50
3W22,3.20.20.70
3W22,2.30.26.10
6C39,3.40.710.10
6C39,2.30.140.20
6FRC,2.60.40.10
1RMY,3.40.50.1000
4IPV,3.55.40.10
6GE8,3.90.1150.10
6GE8,3.40.640.10
4BVO,3.30.420.40
4BVO,3.30.420.150
3G3D,3.20.20.70
4BAG,3.40.50.1820
1YUZ,1.20.1260.10
1YUZ,2.20.28.10
4PXW,2.130.10.10
3U5L,1.20.920.10
4Z3X,3.60.9.10
4Z3X,1.10.569.10
6A6S,3.50.50.60
6A6S,3.30.9.10
2IGI,3.30.420.10
3NEU,1.10.10.10
3NEU,1.10.287.2110
5NGT,3.90.79.10
4WKP,3.40.50.1580
3GKN,3.40.30.10
4LIZ,3.40.20.10
3UMV,3.40.50.620
3UMV,1.25.40.80
3UMV,1.10.579.10
4X45,3.40.50.2020
4PQI,3.40.30.10
4PQI,1.20.1050.10
1NQP,1.10.490.10
5UOU,1.10.3330.10
2F69,2.20.110.10
2F69,2.170.270.10
2IUC,3.40.720.10
3NSO,1.10.238.10
6EVL,1.25.40.10
2WWK,2.60.40.10
1C0B,3.10.130.10
1GWI,1.10.630.10
4H5G,3.40.190.10
4JJ7,3.40.50.1460
5CCJ,2.60.40.150
5M3S,1.10.490.10
4WDB,3.90.1740.10
1JBS,3.10.450.30
2Z8E,3.40.190.10
4QR8,3.40.350.10
4QR8,3.90.230.10
5JKK,1.20.1260.10
3ZV4,3.40.50.720
6B04,1.10.600.10
2XC2,3.40.30.10
1HC0,1.10.530.10
4I66,3.40.50.12140
4XZ9,3.20.20.70
2ZPO,3.10.130.10
5FQV,1.10.565.10
1XRU,2.60.120.520
1XRU,2.60.120.10
4Y0S,2.40.128.20
2D2E,3.40.50.300
3MWX,2.70.98.10
2HDD,1.10.10.60
5T4F,3.40.50.1820
5T4F,2.140.10.30
3MBP,3.40.190.10
3W2Y,3.60.10.10
1B4K,3.20.20.70
2G2W,3.40.710.10
2G2W,3.30.1450.10
5XFE,2.120.10.30
5MYW,1.10.10.60
5MYW,1.10.357.10
5DR3,2.40.70.10
4KFU,3.40.50.300
4BT9,6.10.140.1460
4BT9,1.25.40.10
3KX5,1.10.630.10
1N70,2.60.40.420
2VTF,3.20.20.80
2VTF,2.60.120.260
2VTF,2.60.40.10
4IG2,3.20.20.140
1GG9,2.40.180.10
1GG9,1.20.1370.20
1GG9,3.40.50.880
5L0N,2.60.120.10
1TAD,3.40.50.300
1TAD,1.10.400.10
1ITV,2.110.10.10
1W7F,3.40.710.10
4PO3,3.40.50.1820
2REI,3.30.200.20
2REI,1.10.510.10
